date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:42:14	43/43	---M--	200	added ('OK')	text/plain	etag:%22836c541ddef86f6dd7ce4e3494907e4f-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/adsct	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/adsct	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:15	43/43	---M--	200	added ('OK')	text/plain	etag:%22836c541ddef86f6dd7ce4e3494907e4f-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/adsct(1)	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/adsct(1)	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:16	3139/3139	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%221b39a0863ff81e48654d73e7b5b7e7ab-ssl-df%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/hcaptcha(1).html	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/hcaptcha(1).43.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:17	56822/56822	---MCZ	200	added ('OK')	text/html	etag:%221b39a0863ff81e48654d73e7b5b7e7ab-ssl-df%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/hcaptcha(1)	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/hcaptcha(1).html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:18	149/149	---M--	301	error ('Moved%20Permanently')	text/html	etag:%224edfe5ff95b8ae2bbeefd3d24f24c5d5-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/saved_resource.html	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/saved_resource.45.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:19	70/70	---M--	200	added ('OK')	text/plain	etag:%220431fc4b8eff6e5c4d0fe22f1881b332-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:20	304/304	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22bf7c9f193b71a19cbb18777058a86b72-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/i.html	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/i.47.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:21	304/304	---M--	200	added ('OK')	text/html	etag:%22bf7c9f193b71a19cbb18777058a86b72-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/i	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/i.html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:22	42/42	---M--	200	added ('OK')	text/plain	etag:%22ddf07f2bc13da3604d2c524df3f1a8f4-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/29558	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/29558	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:23	42/42	---M--	200	added ('OK')	text/plain	etag:%22ddf07f2bc13da3604d2c524df3f1a8f4-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/28515	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/28515	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:24	289/289	---M--	301	error ('Moved%20Permanently')	text/html	etag:%2223ce8f9f09a063213c4f6665978fd005-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/iframe.html	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/iframe.4b.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:26	289/289	---M--	200	added ('OK')	text/html	etag:%2223ce8f9f09a063213c4f6665978fd005-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/iframe	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/iframe.html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:28	292/292	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22e5c41785b13f148d56ff8df0b5033e9b-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/iframe(1).html	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/iframe(1).4d.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:29	292/292	---M--	200	added ('OK')	text/html	etag:%22e5c41785b13f148d56ff8df0b5033e9b-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/iframe(1)	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/iframe(1).html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:30	0/0	---M--	200	added ('OK')	image/jpeg	etag:%224d9b6160e1884f925e610140c090813a-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/event.jpeg	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/event.4f.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:32	582/582	---M--	301	error ('Moved%20Permanently')	text/html	etag:%221faeeac55aaa4ccea6026a7a25fe6a81-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/up.html	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/up.50.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:33	582/582	---M--	200	added ('OK')	text/html	etag:%221faeeac55aaa4ccea6026a7a25fe6a81-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/up	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/up.html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:34	149/149	---M--	301	error ('Moved%20Permanently')	text/html	etag:%224edfe5ff95b8ae2bbeefd3d24f24c5d5-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/saved_resource(2).html	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/saved_resource(2).52.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:35	149/149	---M--	200	added ('OK')	text/html	etag:%224edfe5ff95b8ae2bbeefd3d24f24c5d5-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource(2)	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource(2).html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:35	149/149	---M--	301	error ('Moved%20Permanently')	text/html	etag:%224edfe5ff95b8ae2bbeefd3d24f24c5d5-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/saved_resource(3).html	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/saved_resource(3).54.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:36	149/149	---M--	200	added ('OK')	text/html	etag:%224edfe5ff95b8ae2bbeefd3d24f24c5d5-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource(3)	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource(3).html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:37	149/149	---M--	301	error ('Moved%20Permanently')	text/html	etag:%224edfe5ff95b8ae2bbeefd3d24f24c5d5-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/saved_resource(4).html	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/saved_resource(4).56.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:38	149/149	---M--	200	added ('OK')	text/html	etag:%224edfe5ff95b8ae2bbeefd3d24f24c5d5-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource(4)	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource(4).html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:39	149/149	---M--	301	error ('Moved%20Permanently')	text/html	etag:%224edfe5ff95b8ae2bbeefd3d24f24c5d5-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/saved_resource(5).html	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/saved_resource(5).58.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:40	149/149	---M--	200	added ('OK')	text/html	etag:%224edfe5ff95b8ae2bbeefd3d24f24c5d5-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource(5)	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource(5).html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:42	86659/86659	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	C:/My%20Web%20Sites/seeking%20n/ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/)
17:42:43	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1697033635-ssl-df	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/images/flags.png	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/images/flags.5b.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/semantic.min.css)
17:42:43	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1697033635-ssl-df	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.eot	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.5c.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/semantic.min.css)
17:42:44	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1697033635-ssl-df	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.eot?	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.5dd41d.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/semantic.min.css)
17:42:45	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1697033635-ssl-df	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.woff2	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.5e.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/semantic.min.css)
17:42:53	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1697033635-ssl-df	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.woff	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.5f.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/semantic.min.css)
17:43:01	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1697033635-ssl-df	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.ttf	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.60.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/semantic.min.css)
17:43:03	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1697033635-ssl-df	https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.svg	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/themes/default/assets/fonts/icons.61.delayed	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/Member%20Login%20-%20Seeking_files/semantic.min.css)
17:43:04	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1697033635-ssl-df	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/Edg/	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/Edg/index.html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/button)
17:43:04	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1697033635-ssl-df	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/index.html	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/button)
17:43:05	331082/331082	---MCZ	200	added ('OK')	application/javascript	etag:%2223b880a5cf7f54abb957b2c0cc76e242-ssl-df%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/hcaptcha.js	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/hcaptcha.js	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/hcaptcha(1))
17:43:05	70/70	---M--	200	added ('OK')	text/plain	etag:%220431fc4b8eff6e5c4d0fe22f1881b332-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource(1)	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/saved_resource(1)	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/iframe(1))
17:43:06	488/488	---M--	200	added ('OK')	application/javascript	etag:%22a6f9529fdec7d63e0faaef6a00bb03c5-ssl%22	https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/universal_pixel.1.1.0.js	C:/My%20Web%20Sites/seeking%20n/seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/universal_pixel.1.1.0.js	(from https://seeking-arrangement-profile-8ab7d9f.netlify.app/member%20login%20-%20seeking_files/up)
